doc_id,text,p_green,u,llm_green_suggested,llm_confidence,llm_rationale,is_green_human
8499675,"1. A system, including: an armored land vehicle; an electrical generator; and an electrode electrically coupled to the electrical generator and attached to and distally positioned from the armored land vehicle above land, wherein the electrode operates to form an electric field that enhances electrical discharge between the electrode and a buried improvised explosive device to electrically find the buried improvised explosive device and discharge thereto to ignite the buried improvised explosive device.",0.500048162438094,0.999903675123812,,,,
9752118,"1. A method of producing corneal endothelial cells (CECs), comprising contacting embryonic stem (ES) cells with Noggin and 4-[4-(1,3-benzodioxol-5-yl)-5-(2-pyridinyl)-1H-imidazol-2-yl]benzamide (SB431542) to induce differentiation of the ES cells into neural crest stem cells (NCSCs); and contacting the NCSCs with dickkopf-related protein 2 (DKK2), and platelet-derived growth factor subunit B (PDGFB), to induce differentiation of the NCSCs into CECs that express Na+/K+ ATPase, ZO-1, KLF13, AQP1, Collagen VIII, SLC16A3, CFTR, NBC1, Carbonic anhydrase II (CA2), Anion exchanger 2 (AE2/SCL4A2), Solute Carrier Family 16 A1 (SCL16A1), SCL16A3, Carbonic anhydrase 12 (CA12), Carbonic Anhydrase 4 (CA4), cystic fibrosis transmembrane conductance regulator (CFTR) and transcription factor FoxC1.",0.5000547504887543,0.9998904990224915,,,,
8729194,"1. A polyurethane resin obtained by reacting (1) a urethane prepolymer obtained by reacting, in a range of NCO/OH equivalent ratio of 1.6 to 2.5, (a) a mixture of, based on the whole amount of the mixture, 20 to 80 wt. % of a monool and 80 to 20 wt. % of a polyol, having on average 1.3 to 2.1 of terminal hydroxyl groups, and (b) a polyisocyanate, and (2 ) a compound of the following formula I: wherein R represents a methyl group or an ethyl group, R1 represents a methyl group or an ethyl group, R2 represents a hydrocarbon group having 2-10 carbon atoms, R3 represents a hydrocarbon group having 2-10 carbon atoms, and n is 1, 2, or 3.",0.5001012723670881,0.9997974552658238,,,,
9133427,"1. A process of making a malt-based beverage, the process comprising obtaining malt from barley grain which is homozygous for at least one genetic modification which results in 25% or less of the level of total hordeins when compared to a corresponding wild-tyke barley grain, mixing the malt with at least one other beverage ingredient to make a mixture, and processing the mixture to produce the malt-based beverage, wherein the malt produced from said grain comprises about 25% or less of the level of total hordeins when compared to malt produced in the same manner from corresponding wild-type barley grain.",0.5002055147745971,0.9995889704508059,,,,
9540659,"1. An adeno-associated virus (AAV) filler component comprising a nucleic acid having at least 90% identity to SEQ ID NO:1 or SEQ ID NO:2, wherein the nucleic acid is between 3500 and 4000 nucleotides.",0.5003175762826242,0.9993648474347516,,,,
8535783,1. An article comprising: a metallic substrate having: a ceramic coating along the first surface region.,0.500574541270222,0.9988509174595559,,,,
8627007,"1. A method comprising: receiving, at a controller of a data read/write system, first data to write to an address of a single port memory; receiving, at the controller, a request to read second data from the single port memory; determining, by the controller, a quantity of entries stored in a cache memory that is separate from the single port memory, transmitting, by the controller and when a determined quantity of entries including a dirty bit field indicating that the data stored in the data field has not been written back from the cache memory to the single port memory is greater than a threshold, a blocking notification, writing, by the controller and when the determined quantity is greater than the threshold, an entry, of the quantity of entries, to the single port memory based on a first priority, changing, by the controller and based on writing the entry, a value associated with the dirty bit field of the entry; storing, by the controller and when the determined quantity is less than the threshold, the first data in the cache memory based on a second priority, retrieving the second data from either the cache memory or the single port memory during a first system clock cycle; and copying the first data from the cache memory and storing the first data at the address in the single port memory during a second system clock cycle that is different than the first system clock cycle.",0.5006656048155004,0.9986687903689992,,,,
8811584,"1. A communication apparatus comprising: a direct-current direction detection unit configured to detect a change of direction of a direct-current on a telephone line through which the communication apparatus and an exchanger are coupled to each other; a voltage change detection unit configured to detect a change of voltage on the telephone line; a display unit configured to display a telephone number of a caller apparatus that is coupled to the telephone line; a first control unit configured to perform control such that a reception completion signal is transmitted to the exchanger when the telephone number is received from the exchanger; a first determination unit configured to determine that a polarity reversal of the telephone line occurs in a first period when the change of direction of the direct-current on the telephone line is detected in the first period, the first period being a period from the time when the telephone number is received to the time when the reception completion signal is transmitted; a second determination unit configured to determine that a polarity reversal of the telephone line occurs in a second period when the change of voltage on the telephone line is detected in the second period, the second period being a period from the time when the reception completion signal is transmitted to the time when a calling signal for calling the communication apparatus is received; and a second control unit configured to perform control such that the received telephone number is not displayed on the display unit, when it is determined that the polarity reversal of the telephone line occurs in at least one of the first period and the second period.",0.4991711981737124,0.9983423963474248,,,,
9096929,"1. A method for improving film uniformity on a substrate comprising: placing a first substantially flat surface opposite a nozzle and in a void region between elements of a transport mechanism; placing a second substantially flat surface in a second void region between elements of a transport mechanism and adjacent to the first substantially flat surface, placing an exhaust basket substantially directly beneath the first substantially flat surface; connecting the exhaust basket to a source of reduced pressure, the exhaust basket having an intake, the intake positioned beneath the nozzle and the first and second substantially flat surfaces; and introducing a vapor through the nozzle toward the first and second substantially flat surfaces; wherein the exhaust basket is configured to receive a portion of the vapor from the nozzle.",0.5008462981699233,0.9983074036601534,,,,
9624375,"1. A process for the preparation of compounds of general formula III wherein the variables have the following meaning R 1 , R 2 independently of each other a moiety of formula IIIa R 4 , R 5 independently of each other aryl or hetaryl, m 0 or 1, where in the case of m equal 1 R 2 is bound either to the 8 or 9 position of the perylene skeleton, R 3 identical or different radicals hydrogen, alkyl, cycloalkyl, aryl, hetaryl, alkoxy, aryloxy, arylthio, hetaryloxy, hetarylthio, diarylamino or dialkylamino, n 0, 1, 2, 3 or 4 Y oxygen or NR 12 , and R 12 hydrogen, alkyl, cycloalkyl, aryl or hetaryl, or a moiety of formula —Z-A, wherein A is —COOM, —SO M hydrogen, alkali metal cation or [NR′] R′ hydrogen or alkyl, where the radicals R′ may be identical or different, Z C comprising reacting a compound of general formula II wherein the variables have the following meaning Lg leaving group, m 0 or 1, where in the case of m equal 1 the one Lg is bound either to the 8 or 9 position of the perylene skeleton and is identical to the Lg bound to the 11 position, and the remaining variables R 3 , n and Y have the meaning as defined above with a compound or a mixture of compounds of general formula IIIa* in the presence of a palladium containing catalyst under the conditions of the Buchwald-Hartwig amination reaction.",0.5009459770017933,0.9981080459964133,,,,
8853945,"1. A method for operating an arrangement of equipment that comprises a pulse generator for generating electrical pulses, a microwave generator with a break-through voltage, and a transmission element, wherein the pulse generator is connected to the microwave generator for transmission of the electrical pulses via the transmission element, the transmission element acting in the arrangement of equipment as an impedance varying over time, the method comprising: setting each of the electrical pulses with a voltage characteristic that changes over time or a current intensity characteristic that changes over time such that the impedance of the transmission element is matched in operating mode to an impedance of the microwave generator when the break-through voltage is reached.",0.49900185345063935,0.9980037069012787,,,,
9324388,"1. A memory controller for allocating memory address space between dual in line memory modules (DIMMs), the memory controller comprising: a command queue; a line driver coupled with a memory bus, wherein the memory bus is coupled with first and second DIMMs, wherein the line driver drives signals on the memory bus; a memory protocol state machine to control the line driver; and an error correcting code unit to provide error correction for data received on the memory bus; the memory controller configured to: determine a memory mode; in response to determining a first memory mode, the first memory mode indicating to store data in first and second DIMMS using less than the entire address space of each of the first and second DIMMS, perform a first allocation of memory address space within the first and second DIMMs, each DIMM having a first address space portion and a second address space portion, wherein the respective first address space portions correspond with one another and the respective second address space portions correspond with one another, the first allocation including: subsequent to performing a first allocation of memory address space, determining a second memory mode, the second memory mode indicating to store data in a single DIMM, perform a second allocation of memory address space within the first and second DIMMs, the second allocation including:",0.5010018045354613,0.9979963909290774,,,,
9172391,"1. A sigma-delta analog to digital converter (ADC) comprising a decimation counter and a decimation filter, wherein the decimation counter is configured to start from a value greater than 0 to provide an adjustable delay.",0.49890350479324597,0.9978070095864919,,,,
9474034,"1. A communications mechanism for communicating between digital data devices, comprising: a respective receiver synchronization circuit associated with each of a first plurality of parallel lines supporting a parallel communications link for communicating data in a first direction from a first digital data device to a second digital data device, each respective receiver synchronization circuit being in the second digital data device, each receiver synchronization circuit outputting respective received data in a common clock domain; a power saving mechanism for temporarily powering down one or more respective components of each of one or more of said receiver synchronization circuits; a receiver re-synchronization mechanism which re-synchronizes the respective receiver synchronization circuit associated with each temporarily powered down line of said first plurality of parallel lines upon re-powering the line by matching a pre-determined data pattern transmitted by a respective transmitter circuit associated with the respective line in the first digital device with a corresponding pre-determined data pattern generated by the second digital data device to determine an adjustment of at least one parameter required for re-synchronization of the respective receiver synchronization circuit.",0.49888719095946804,0.9977743819189361,,,,
9644104,"1. A photopolymerizable composition comprising: diethylene glycol dimethacrylate; b1, where b1 is 1-[4-(2-hydroxyethoxy)-phenyl]-2-hydroxy-2-methyl-1-propane-1-on; b2, where b2 is 2-hydroxy-1-{4-[4-(2-hydroxy-2-methyl-propionyl)benzyl]phenyl}-2-methyl-1-propane-1-on; and b3, where b3 is oligo {2-hydroxy-2-methyl-1-[4-(1-methylvinyl)phenyl]propanone}, wherein a content of diethylene glycol dimethacrylate is 25% by weight or more, wherein a non-zero content of b2 is less than 2.5% by weight, and wherein a non-zero content of b3 is less than 3% by weight.",0.5011787339430449,0.9976425321139102,,,,
8840856,"1. A method for producing an imide salt represented by formula [1] wherein, R represents a halosulfonyl group (—SO reacting an alkali metal fluoride, a sulfuryl dihalide (SO wherein the alkali metal fluoride and the sulfuryl dihalide or phosphoryl halide are made coexistent in the reaction system firstly, followed by bringing ammonia or the ammonium salt into the reaction.",0.5011875390426219,0.9976249219147562,,,,
9648693,"1. A planar light illumination device comprising: a light guiding plate including a first light emitting unit and a second light emitting unit which are symmetrically arranged on two input sides of the light guiding plate, respectively, wherein the first light emitting unit has a first light emitter and a second light emitter, a color temperature of which is different from the first light emitter, and the second light emitting unit has a third light emitter and a fourth light emitter, a color temperature of which is different from the third light emitter; an ambient light sensor (ALS) configured to sense a color temperature of ambient lights, to transform the color temperature into a first color-temperature signal, and to transmit the first color-temperature signal; and a controller electrically connected with the first light emitter and the second light emitter of the first light emitting unit, the third light emitter and the fourth light emitter of the second light emitting unit, and the ALS; wherein the controller drives the first light emitter and the second light emitter of the first light emitting unit, the third light emitter and the fourth light emitter of the second light emitting unit to illuminate the lights and changes brightness of the first light emitter, the second light emitter, the third light emitter, and the fourth light emitter based on the first color-temperature signal sensed by the ALS.",0.5012571116777783,0.9974857766444434,,,,
8507672,"1. A compound of formula I: or a pharmaceutically acceptable salt thereof, wherein: X is O; Y is O or NR A is aryl; R R each R each R each R each R n is 0-8; and m is 0-4.",0.5014569226641638,0.9970861546716725,,,,
8772277,"1. A compound represented by the formula wherein A is a cyclic group optionally having substituent(s); L L L R ring G is a 4- to 10-membered saturated heterocycle containing one nitrogen atom as a ring-constituting hetero atom, which is optionally bridged and optionally has substituent(s); and E is a group represented by the formula or a salt thereof.",0.49837490271976703,0.9967498054395341,,,,
9853507,"1. A wireless power transfer apparatus comprising: a housing defining an interface surface for receiving a power receiving apparatus; a power supply; and a wireless power-transmitting structure coupled to the power supply and disposed within the housing below the interface surface, wherein the wireless power-transmitting structure comprises: wherein the power-transmitting structure is movable within the housing in at least a first direction in response to a magnetic force exerted against the plurality of magnets.",0.4983630798614951,0.9967261597229902,,,,
8846422,"1. A method for manufacturing an LED (light emitting diode) package structure, comprising: providing a substrate with a first electrode, a second electrode and a connecting layer formed on the substrate, the first electrode, the second electrode and the connecting layer being separated and electrically insulating from each other; forming a photoresist coating covering the substrate, the first electrode, the second electrode and the connecting layer; removing a portion of the photoresist coating to define a groove corresponding to the connecting layer; forming a metal layer in the groove to join the connecting layer; removing a remaining portion of the photoresist coating to form a concave surrounded by the metal layer; forming a reflective layer on an inside surface of the concave to join the metal layer, the reflective layer and the metal layer cooperatively forming a reflective cup; and mounting an LED chip in the reflective cup and electrically connecting the LED chip to the first and second electrodes.",0.4983269911339907,0.9966539822679814,,,,
9519814,"1. A device, comprising: a housing; a sensor supportably connected to the housing in a manner exposing the sensor to an environment, the sensor providing an environmental reading for the environment; an encoded information reader unit configured for outputting decoded data from decodable indicia; a memory; an interface bus communicatively coupling the sensor, the encoded information reader unit, and the memory, wherein the device comprises operating modes that collect environmental data from the sensor and store the environmental data in the memory in response to the decoding of the decodable indicia.",0.49826650178200343,0.9965330035640069,,,,
9603878,"1. A method of treating or reducing the likelihood of development of graft versus host disease (GVHD) in a subject receiving a transplant, comprising administering to the subject a probiotic composition comprising an isolated, human-derived population of anti-inflammatory bacterial cells, wherein said population comprises 3 or more strains of anti-inflammatory bacteria capable of increasing secretion of Interleukin 10 (IL-10) by human peripheral blood mononuclear cells (PBMCs) in vitro, and wherein the population of anti-inflammatory bacterial cells increases IL-10 secretion by human PBMCs by at least 80% or more relative to each strain individually, such that GVHD is treated or the likelihood that the subject develops GVHD is reduced.",0.501816019632066,0.996367960735868,,,,
8415492,"1. A bridged metallocene having the general Formula 1 below, where M 1 is a metal of Group IVb of the Periodic Table of the Elements, R R R where R 40 and R 41 , even when bearing the same index, are identical or different and optionally contain heteroatoms selected from the group consisting of Si, B, Al, O, S, N, P, Cl and Br, and are selected from the group consisting of a hydrogen atom, an alkyl group having from 1 to about 30 carbon atoms, an aryl group of from 6 to about 40 carbon atoms, a fluoroalkyl group of from 1 to about 10 carbon atoms, an alkoxy group of from 1 to about 10 carbon atoms, an aryloxy group of from 6 to about 10 carbon atoms, an alkenyl group of from 2 to about 10 carbon atoms, an arylalkyl group of from 7 to about 40 carbon atoms, an alkylaryl group of from 7 to about 40 carbon atoms, a substituted or unsubstituted alkylsilyl, an alkyl(aryl)silyl group, an arylsilyl group, and an arylalkenyl group of from 8 to about 40 carbon atoms, and wherein R 40 and R 41 together with the atoms connecting them optionally form one or more cyclic systems, x is an integer from 1 to 18, M R R R where R 301 is a linear, cyclic or branched hydrocarbon group selected from the group consisting of an alkyl group of from 1 to about 20 carbon atoms, an alkenyl group of from 2 to about 20 carbon atoms, an aryl group of from 6 to about 20 carbon atoms, an arylalkyl group of from 7 to about 40 carbon atoms, an alkylaryl group of from 7 to about 40 carbon atoms, or an arylalkenyl group of from 8 to about 40 carbon atoms, an alkoxy group of from 1 to about 20 carbon atoms, an aryloxy group of from 6 to about 20 carbon atoms, or a substituted or unsubstituted alkylsilyl group, an alkyl(aryl)silyl group and an arylsilyl group, wherein each of the groups optionally contains one or more hetero atoms selected from the group consisting of Si, B, Al, O, S, N and P, and optionally contain halogen atoms selected from the group consisting of F, Cl and Br, and where R 302 is a hydrocarbon group selected from the group consisting of a substituted or unsubstituted alkyl group of from 2 to about 20 carbon atoms, and an substituted or unsubstituted alkenyl group of from 3 to about 20 carbon atoms, and wherein those groups optionally contain one or more hetero atoms selected from the group consisting of Si, B, Al, O, S, N and P, and/or halogen atoms selected from the group consisting of F, Cl and Br, and further wherein R 302 forms a monocyclic ring with the β carbon atom, and R",0.5018231244390385,0.9963537511219229,,,,
9413361,"1. A system, comprising: a processor, wherein at least a portion of the processor is clocked by a system clock signal; a first clock source configured to generate a first reference clock signal; a second clock source configured to generate a second reference clock signal; wherein a frequency of the second reference clock signal is lower than a frequency of the first reference clock signal; and a clock generation unit configured to:",0.49793208400996486,0.9958641680199297,,,,
9034585,"1. A method of evaluating risk for developing a diabetic condition, the method comprising: obtaining biomarker measurement data, wherein the biomarker measurement data is representative of measurements of biomarkers in at least one biological sample from an individual; and evaluating risk for developing a diabetic condition based on an output from a model, wherein the model is executed based on an input of the biomarker measurement data; wherein said biomarkers comprise: (i) at least three biomarkers, where three of the biomarkers are selected from the RDMARKER sets listed in (ii) at least four biomarkers selected from RDMARKERS; or (iii) at least three biomarkers, where two biomarkers are selected from ADIPOQ; CRP; GLUCOSE; GPT; HBA1C; HSPA1B; IGFBP1; IGFBP2; INS; LEP; and TRIG; and one biomarker is selected from the ALLDBRISKS, CPs, and TLRFs of Table 1, Table 2, and Table 3; or (iv) at least three biomarkers, where at least one biomarker is selected from GLUCOSE and HBA1C; at least one biomarker is selected from ADIPOQ, CRP, GPT, HSPA1B, IGFBP1, IGFBP2, INS, LEP, and TRIG; and at least one biomarker is selected from the ALLDBRISKS, CPs, and TLRFs of Table 1, Table 2, and Table 3; or (v) at least three biomarkers, where at least two biomarkers are selected from the biomarkers within the group consisting of Core Biomarkers I and Core Biomarkers II and at least a third biomarker is selected from any of the biomarkers listed in Table 4.",0.49779577886107385,0.9955915577221477,,,,
9107906,"1. A method of producing a pooled plasma composition containing an elevated titer of respiratory syncytial virus (RSV) neutralizing antibodies and antibodies directed against one or more other respiratory pathogens comprising: 1) conducting a first assay to measure RSV neutralizing activity of plasma from individual human donors; 2) from donors demonstrating RSV neutralizing activity in the top 20% of the assayed population, purifying an immunoglobulin fraction and conducting an RSV titration curve measuring the RSV neutralizing titer of the immunoglobulin fraction, wherein donors with an immunoglobulin fraction RSV neutralizing titer of 1800 or above are categorized as high titer selected human donors; and 3) pooling plasma from 1000 or more donors including high titer selected human donors categorized according to step 2, wherein less than 50% of the donors are high titer selected human donors, such that the resultant pooled plasma comprises a titer of RSV neutralizing antibodies that is at least 3 times greater than the titer of RSV neutralizing antibodies in a control sample, and an antibody titer for one or more respiratory pathogens selected from parainfluenza virus 1, parainfluenza virus 2, coronavirus OC43 and coronavirus 229E that is at least 1.5 times greater than the antibody titer in the control sample, wherein the control sample is a mixture of plasma samples obtained from 1000 or more random human plasma donors.",0.5024001188273305,0.995199762345339,,,,
8609918,"1. A method of producing a para-substituted aromatic hydrocarbon, the method comprising: reacting a methylating agent and an aromatic hydrocarbon in the presence of a catalyst formed by coating MFI type zeolite having a particle size of not more than 100 μm with a crystalline silicate to produce the para-substituted aromatic hydrocarbon.",0.4975389503301638,0.9950779006603276,,,,
8671871,"1. A temperature-activatable time-temperature indicator comprising an optically readable, thermally sensitive indicator element, the indicator element being thermally inactive below a base temperature and being thermally responsive at or above an activation temperature to record irreversibly with respect to time cumulative ambient temperature exposure of the time-temperature indicator to temperatures above the activation temperature, the activation temperature being in the range of from about −10° C. to about 50° C. and being equal to or greater than the base temperature, and including an optically detectable indicator material, wherein the indicator material comprises a synthetic polymeric material having a molecular weight of at least about 2,000 Da and a viscosity at, or near, the activation temperature, when the indicator material is liquid, of at least about 50 cP, and wherein the time-temperature indicator is configured to be associated with a host product to monitor the historical exposure of the host product to ambient temperatures.",0.49744154333964996,0.9948830866792999,,,,
8710559,1. A back-illuminated solid-state imaging apparatus comprising: a transfer gate electrode formed on a semiconductor substrate; and a photoelectric conversion unit including,0.49741450028085604,0.9948290005617121,,,,
8562112,"1. A method of driving a piezoelectric actuator including: a piezoelectric element containing a piezoelectric body having a negative side coercive field point and a positive field side coercive field point, the piezoelectric body having asymmetrical bipolar polarization—electric field hysteresis characteristics in which an absolute value of the negative field side coercive field point and an absolute value of the positive field side coercive field point are different, a coercive field value being whichever of the negative side coercive field point and the positive side coercive field point has a larger absolute value, and a pair of electrodes for applying voltage to the piezoelectric body; and a diaphragm which externally transmits, as displacement, distortion produced in the piezoelectric body when the voltage is applied to the piezoelectric body, the method comprising the step of driving the piezoelectric actuator between a positive drive voltage and a negative drive voltage only in a range not exceeding the coercive field value.",0.4972515895517615,0.994503179103523,,,,
9818514,"1. A nanocomposite magnetic material, comprising: a magnetic electroplated metal matrix phase; and an inclusion phase of nanomaterials bound by the magnetic metal matrix phase, wherein the metal matrix phase is electrically connected to a conductive surface under the metal matrix phase, and wherein the inclusion phase comprises nanomaterials of a metal alloy with a dielectric shell.",0.5028095555973859,0.9943808888052281,,,,
9095803,"1. A neck-worn personal air filtration device for filtering aero-allergens from air flowing through the device, the device comprising: a blower adapted to provide an airflow; a collapsible U-shaped plenum comprising an upper surface and a lower surface, the upper and lower surfaces forming a neck portion and two chest portions, at least a portion of the upper surface of the plenum having an air permeable surface, the plenum being adapted to be worn about a neck of a user; a hose connecting the blower to the plenum; and a filter adapted to filter aero-allergen contaminants from the air flowing through the personal air filtration device, the blower being adapted to provide airflow to the plenum via the hose, the airflow being caused to accumulate within the plenum and exit the plenum through the air permeable surface.",0.49711290509143174,0.9942258101828635,,,,
8931238,"1. A ceramic board having a first face and a second face, wherein the first face and the second face are substantially parallel opposed, the first face having integral fins, webs, grooves, ridges, channels corrugations or an integral regular or irregular arrangement of indentations or protrusions extending over at least a portion of the first face; where the material composition of the board includes at least one of calcium silicate, gypsum, cement or magnesium oxide and where the first face and the second face are spaced from one another by at least one removably mountable spacer, wherein the plurality of discrete internal strengthening elements are at least partially exposed on at least one face of the board.",0.4970434768570224,0.9940869537140448,,,,
